Estado,Municipio,Bairro,Produto,Data da Coleta,Valor de Venda,Unidade de Medida,5%,8%,10%
SP,CARAGUATATUBA,JARDIM PRIMAVERA,GASOLINA,2022-12-04,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,PIRACICABA,CENTRO,GASOLINA,2022-04-13,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,ASSIS,JARDIM PAULISTA,GASOLINA,2022-04-13,6.69,R$ / litro,0.3345,0.5352,0.669
SP,VOTUPORANGA,POZZOBON,GASOLINA,2022-04-13,7.1,R$ / litro,0.355,0.568,0.71
SP,JUNDIAI,PONTE DE CAMPINAS,GASOLINA,2022-04-13,6.989,R$ / litro,0.34945000000000004,0.55912,0.6989000000000001
SP,GUARULHOS,VILA GALVAO,GASOLINA,2022-12-04,6.569,R$ / litro,0.32845,0.52552,0.6569
SP,SANTOS,CAMPO GRANDE,GASOLINA,2022-11-04,7.398,R$ / litro,0.3699,0.59184,0.7398
SP,RIO CLARO,VILA ALEMA,GASOLINA,2022-12-04,6.449,R$ / litro,0.32245,0.51592,0.6449
SP,IBITINGA,CENTRO,GASOLINA,2022-12-04,6.869,R$ / litro,0.34345000000000003,0.54952,0.6869000000000001
SP,OSASCO,CIPAVA,GASOLINA,2022-04-14,6.677,R$ / litro,0.33385,0.53416,0.6677
SP,ARACATUBA,NOVO PARAISO,GASOLINA,2022-12-04,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,ITU,SAO LUIZ,GASOLINA,2022-04-13,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,AVARE,CENTRO,GASOLINA,2022-04-14,7.099,R$ / litro,0.35495000000000004,0.56792,0.7099000000000001
SP,AVARE,PARQUE RESIDENCIAL BRABANCIA I,GASOLINA,2022-04-14,6.899,R$ / litro,0.34495000000000003,0.55192,0.6899000000000001
SP,SANTA BARBARA D'OESTE,DISTRITO INDUSTRIAL I,GASOLINA,2022-12-04,7.09,R$ / litro,0.35450000000000004,0.5672,0.7090000000000001
SP,PAULINIA,PARQUE DA FIGUEIRA,GASOLINA,2022-04-13,6.679,R$ / litro,0.33395,0.53432,0.6679
SP,OURINHOS,CONJUNTO HABITACIONAL ORLANDO QUAGLIATO,GASOLINA,2022-04-14,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,BEBEDOURO,JARDIM JULIA,GASOLINA,2022-12-04,6.79,R$ / litro,0.3395,0.5432,0.679
SP,TATUI,JARDIM ROSA GARCIA,GASOLINA,2022-12-04,7.12,R$ / litro,0.35600000000000004,0.5696,0.7120000000000001
SP,PRAIA GRANDE,AVIACAO,GASOLINA,2022-12-04,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,RIBEIRAO PRETO,RESIDENCIAL FLORIDA,GASOLINA,2022-04-14,6.879,R$ / litro,0.34395,0.55032,0.6879
SP,MARILIA,PARQUE SAO JORGE,GASOLINA,2022-11-04,6.559,R$ / litro,0.32795,0.5247200000000001,0.6559
SP,ITAPEVA,JARDIM MARINGA,GASOLINA,2022-11-04,6.659,R$ / litro,0.33295,0.53272,0.6659
SP,SAO JOAO DA BOA VISTA,VILA ZANETTI,GASOLINA,2022-12-04,6.639,R$ / litro,0.33195,0.53112,0.6639
SP,PINDAMONHANGABA,MOREIRA CESAR,GASOLINA,2022-12-04,6.499,R$ / litro,0.32495,0.5199199999999999,0.6499
SP,PAULINIA,BETEL,GASOLINA,2022-04-13,6.99,R$ / litro,0.34950000000000003,0.5592,0.6990000000000001
SP,AMPARO,,GASOLINA,2022-04-14,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,PARAGUACU PAULISTA,CENTRO,GASOLINA,2022-11-04,6.58,R$ / litro,0.329,0.5264,0.658
SP,LEME,CENTRO,GASOLINA,2022-11-04,6.598,R$ / litro,0.3299,0.52784,0.6598
SP,LIMEIRA,JARDIM VISTA ALEGRE,GASOLINA,2022-12-04,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,JACAREI,CENTRO,GASOLINA,2022-04-14,6.299,R$ / litro,0.31495000000000006,0.50392,0.6299000000000001
SP,VOTUPORANGA,JARDIM ELDORADO,GASOLINA,2022-04-13,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,BOTUCATU,SANTA MARIA I,GASOLINA,2022-11-04,7.139,R$ / litro,0.35695000000000005,0.5711200000000001,0.7139000000000001
SP,COSMOPOLIS,CENTRO,GASOLINA,2022-04-14,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,MOGI GUACU,JARDIM IGACABA,GASOLINA,2022-04-14,7.199,R$ / litro,0.35995,0.57592,0.7199
SP,FRANCA,CENTRO,GASOLINA,2022-04-13,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,LINS,VILA SAO JOSE,GASOLINA,2022-11-04,6.92,R$ / litro,0.34600000000000003,0.5536,0.6920000000000001
SP,SAO BERNARDO DO CAMPO,DEMARCHI,GASOLINA,2022-11-04,6.797,R$ / litro,0.33985,0.54376,0.6797
SP,JABOTICABAL,CENTRO,GASOLINA,2022-04-14,6.92,R$ / litro,0.34600000000000003,0.5536,0.6920000000000001
SP,VOTUPORANGA,ESTACAO,GASOLINA,2022-04-13,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,MOGI GUACU,JARDIM SOARES,GASOLINA,2022-04-14,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,SANTO ANDRE,VILA GUIOMAR,GASOLINA,2022-11-04,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,BAURU,JARDIM ESTORIL,GASOLINA,2022-12-04,6.879,R$ / litro,0.34395,0.55032,0.6879
SP,MOGI GUACU,JARDIM SANTA TEREZINHA,GASOLINA,2022-04-21,6.949,R$ / litro,0.34745000000000004,0.55592,0.6949000000000001
SP,ADAMANTINA,VILA JAMIL DE LIMA,GASOLINA,2022-04-20,6.78,R$ / litro,0.339,0.5424,0.678
SP,ADAMANTINA,CENTRO,GASOLINA,2022-04-20,6.88,R$ / litro,0.34400000000000003,0.5504,0.6880000000000001
SP,ADAMANTINA,VILA INDUSTRIAL,GASOLINA,2022-04-22,7.19,R$ / litro,0.35950000000000004,0.5752,0.7190000000000001
SP,ADAMANTINA,CENTRO,GASOLINA,2022-04-20,6.99,R$ / litro,0.34950000000000003,0.5592,0.6990000000000001
SP,AMPARO,DISTRITO TRES PONTES,GASOLINA,2022-04-21,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,AMPARO,FIGUEIRA,GASOLINA,2022-04-21,7.09,R$ / litro,0.35450000000000004,0.5672,0.7090000000000001
SP,AMPARO,BAIRRO VILA NOVA,GASOLINA,2022-04-21,6.879,R$ / litro,0.34395,0.55032,0.6879
SP,AMPARO,CENTRO,GASOLINA,2022-04-21,7.099,R$ / litro,0.35495000000000004,0.56792,0.7099000000000001
SP,AMPARO,CENTRO,GASOLINA,2022-04-21,7.09,R$ / litro,0.35450000000000004,0.5672,0.7090000000000001
SP,ARARAQUARA,VILA SANTANA,GASOLINA,2022-04-18,6.779,R$ / litro,0.33895000000000003,0.54232,0.6779000000000001
SP,ARARAQUARA,QUITANDINHA,GASOLINA,2022-04-18,6.779,R$ / litro,0.33895000000000003,0.54232,0.6779000000000001
SP,ARARAQUARA,CENTRO,GASOLINA,2022-04-18,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,ARARAQUARA,JARDIM NOVA AMERICA,GASOLINA,2022-04-18,7.199,R$ / litro,0.35995,0.57592,0.7199
SP,ARARAQUARA,SAO GERALDO,GASOLINA,2022-04-18,7.09,R$ / litro,0.35450000000000004,0.5672,0.7090000000000001
SP,ARARAQUARA,CENTRO,GASOLINA,2022-04-18,7.099,R$ / litro,0.35495000000000004,0.56792,0.7099000000000001
SP,ARARAQUARA,VILA RACY,GASOLINA,2022-04-18,6.679,R$ / litro,0.33395,0.53432,0.6679
SP,ARARAQUARA,JARDIM MARIVAN,GASOLINA,2022-04-18,6.779,R$ / litro,0.33895000000000003,0.54232,0.6779000000000001
SP,ARARAQUARA,SANTANA,GASOLINA,2022-04-18,6.99,R$ / litro,0.34950000000000003,0.5592,0.6990000000000001
SP,ARARAQUARA,CENTRO,GASOLINA,2022-04-18,7.099,R$ / litro,0.35495000000000004,0.56792,0.7099000000000001
SP,ARARAQUARA,JARDIM PRIMAVERA,GASOLINA,2022-04-18,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,ATIBAIA,ALVINOPOLIS,GASOLINA,2022-04-19,7.099,R$ / litro,0.35495000000000004,0.56792,0.7099000000000001
SP,ATIBAIA,CENTRO,GASOLINA,2022-04-19,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,ATIBAIA,VL ESPERIA,GASOLINA,2022-04-19,6.739,R$ / litro,0.33695,0.53912,0.6739
SP,ATIBAIA,RESSACA,GASOLINA,2022-04-19,7.199,R$ / litro,0.35995,0.57592,0.7199
SP,ATIBAIA,CENTRO,GASOLINA,2022-04-19,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,ATIBAIA,VILA OLGA,GASOLINA,2022-04-19,7.399,R$ / litro,0.36995,0.59192,0.7399
SP,ATIBAIA,ALVINÓPOLIS,GASOLINA,2022-04-19,7.363,R$ / litro,0.36815000000000003,0.58904,0.7363000000000001
SP,ATIBAIA,RESSACA,GASOLINA,2022-04-19,6.79,R$ / litro,0.3395,0.5432,0.679
SP,ATIBAIA,VILA MASSONI,GASOLINA,2022-04-19,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,AVARE,JARDIM SÃO PAULO,GASOLINA,2022-04-20,6.899,R$ / litro,0.34495000000000003,0.55192,0.6899000000000001
SP,AVARE,JARDIM BRASIL,GASOLINA,2022-04-20,6.95,R$ / litro,0.34750000000000003,0.556,0.6950000000000001
SP,AVARE,CENTRO,GASOLINA,2022-04-20,6.899,R$ / litro,0.34495000000000003,0.55192,0.6899000000000001
SP,AVARE,SAO JUDAS TADEU,GASOLINA,2022-04-20,6.899,R$ / litro,0.34495000000000003,0.55192,0.6899000000000001
SP,AVARE,CENTRO,GASOLINA,2022-04-20,6.97,R$ / litro,0.34850000000000003,0.5576,0.6970000000000001
SP,BAURU,VILA AVIACAO B,GASOLINA,2022-04-18,6.739,R$ / litro,0.33695,0.53912,0.6739
SP,BAURU,VILA SEABRA,GASOLINA,2022-04-20,6.879,R$ / litro,0.34395,0.55032,0.6879
SP,BAURU,VILA CARDIA,GASOLINA,2022-04-20,6.55,R$ / litro,0.3275,0.524,0.655
SP,BAURU,VL CARDIA,GASOLINA,2022-04-20,6.879,R$ / litro,0.34395,0.55032,0.6879
SP,BAURU,JARDIM CONTORNO,GASOLINA,2022-04-18,6.79,R$ / litro,0.3395,0.5432,0.679
SP,BAURU,JD.SANTANA,GASOLINA,2022-04-20,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,BAURU,JD. AMERICA,GASOLINA,2022-04-18,7.199,R$ / litro,0.35995,0.57592,0.7199
SP,BAURU,PQ.  JARAGUA,GASOLINA,2022-04-20,6.879,R$ / litro,0.34395,0.55032,0.6879
SP,BAURU,NUCLEO HABITACIONAL MARY DOTA,GASOLINA,2022-04-20,6.65,R$ / litro,0.3325,0.532,0.665
SP,BAURU,VILA SANTO ANTONIO,GASOLINA,2022-04-18,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,BAURU,JARDIM CONTORNO,GASOLINA,2022-04-18,6.79,R$ / litro,0.3395,0.5432,0.679
SP,BAURU,JARDIM HIGIENOPOLIS,GASOLINA,2022-04-20,6.879,R$ / litro,0.34395,0.55032,0.6879
SP,BAURU,JD SANTANA,GASOLINA,2022-04-20,6.55,R$ / litro,0.3275,0.524,0.655
SP,BAURU,PARQUE BELA VISTA,GASOLINA,2022-04-20,6.899,R$ / litro,0.34495000000000003,0.55192,0.6899000000000001
SP,BAURU,JARDIM BELA VISTA,GASOLINA,2022-04-20,7.079,R$ / litro,0.35395,0.56632,0.7079
SP,BAURU,VILA CARDIA,GASOLINA,2022-04-18,6.45,R$ / litro,0.3225,0.516,0.645
SP,CACAPAVA,SANTA LUZIA,GASOLINA,2022-04-20,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,CACAPAVA,VILA SAO JOAO,GASOLINA,2022-04-20,6.679,R$ / litro,0.33395,0.53432,0.6679
SP,CACAPAVA,CENTRO,GASOLINA,2022-04-20,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,CACAPAVA,VILA ANTONIO A. LUIZ,GASOLINA,2022-04-20,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,CACAPAVA,CAMPO GRANDE,GASOLINA,2022-04-20,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,CACAPAVA,VERA CRUZ,GASOLINA,2022-04-20,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,UBATUBA,JARDIM CAROLINA,GASOLINA,2022-04-20,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,CARAGUATATUBA,INDAIA,GASOLINA,2022-04-20,7.099,R$ / litro,0.35495000000000004,0.56792,0.7099000000000001
SP,CARAGUATATUBA,PORTO NOVO,GASOLINA,2022-04-20,6.997,R$ / litro,0.34985,0.55976,0.6997
SP,CARAGUATATUBA,PRAIA DAS PALMEIRAS,GASOLINA,2022-04-20,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,CARAGUATATUBA,PONTA SANTA MARINA,GASOLINA,2022-04-18,7.194,R$ / litro,0.3597,0.57552,0.7194
SP,CARAGUATATUBA,PRAIA DAS PALMEIRAS,GASOLINA,2022-04-20,7.09,R$ / litro,0.35450000000000004,0.5672,0.7090000000000001
SP,CARAGUATATUBA,INDAIA,GASOLINA,2022-04-20,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,CATANDUVA,CENTRO,GASOLINA,2022-04-18,6.888,R$ / litro,0.34440000000000004,0.55104,0.6888000000000001
SP,CATANDUVA,PARQUE IRACEMA,GASOLINA,2022-04-18,6.899,R$ / litro,0.34495000000000003,0.55192,0.6899000000000001
SP,CATANDUVA,VL PAULISTA,GASOLINA,2022-04-18,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,CATANDUVA,JARDIM DO LAGO,GASOLINA,2022-04-18,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,CATANDUVA,PARQUE IPIRANGA,GASOLINA,2022-04-18,6.849,R$ / litro,0.34245000000000003,0.5479200000000001,0.6849000000000001
SP,CATANDUVA,DISTRITO INDUSTRIAL,GASOLINA,2022-04-18,6.499,R$ / litro,0.32495,0.5199199999999999,0.6499
SP,CATANDUVA,VILA JUCA PEDRO,GASOLINA,2022-04-18,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,CATANDUVA,CENTRO,GASOLINA,2022-04-18,6.849,R$ / litro,0.34245000000000003,0.5479200000000001,0.6849000000000001
SP,COSMOPOLIS,JARDIM BELA VISTA,GASOLINA,2022-04-21,6.749,R$ / litro,0.33745,0.53992,0.6749
SP,COSMOPOLIS,BELA VISTA,GASOLINA,2022-04-21,6.899,R$ / litro,0.34495000000000003,0.55192,0.6899000000000001
SP,COSMOPOLIS,JARDIM BELA VISTA,GASOLINA,2022-04-21,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,COSMOPOLIS,BELA VISTA,GASOLINA,2022-04-21,6.64,R$ / litro,0.332,0.5312,0.664
SP,COSMOPOLIS,CENTRO,GASOLINA,2022-04-21,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,COTIA,PQ SAO GEORGE,GASOLINA,2022-04-20,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,COTIA,MOINHO VELHO,GASOLINA,2022-04-20,6.899,R$ / litro,0.34495000000000003,0.55192,0.6899000000000001
SP,COTIA,CHACARA DO REFUGIO,GASOLINA,2022-04-20,6.899,R$ / litro,0.34495000000000003,0.55192,0.6899000000000001
SP,COTIA,JARDIM DA GLÓRIA,GASOLINA,2022-04-20,6.988,R$ / litro,0.34940000000000004,0.5590400000000001,0.6988000000000001
SP,COTIA,JARDIM SAO VICENTE,GASOLINA,2022-04-20,6.744,R$ / litro,0.3372,0.53952,0.6744
SP,COTIA,GRANJA VIANA,GASOLINA,2022-04-20,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,COTIA,GRANJA VIANA,GASOLINA,2022-04-20,6.899,R$ / litro,0.34495000000000003,0.55192,0.6899000000000001
SP,COTIA,JARDIM PASSARGADA I,GASOLINA,2022-04-20,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,COTIA,JARDIM DA GLORIA,GASOLINA,2022-04-20,7.199,R$ / litro,0.35995,0.57592,0.7199
SP,CRUZEIRO,CENTRO,GASOLINA,2022-04-18,7.1,R$ / litro,0.355,0.568,0.71
SP,CRUZEIRO,JARDIM AMÉRICA,GASOLINA,2022-04-18,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,CRUZEIRO,CENTRO,GASOLINA,2022-04-19,7.11,R$ / litro,0.35550000000000004,0.5688000000000001,0.7110000000000001
SP,CUBATAO,CENTRO,GASOLINA,2022-04-20,7.599,R$ / litro,0.37995,0.60792,0.7599
SP,CUBATAO,VILA NOVA,GASOLINA,2022-04-20,7.398,R$ / litro,0.3699,0.59184,0.7398
SP,CUBATAO,VILA COUTO,GASOLINA,2022-04-20,7.497,R$ / litro,0.37485,0.59976,0.7497
SP,DIADEMA,JARDIM PITANGUEIRAS,GASOLINA,2022-04-20,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,DIADEMA,CENTRO,GASOLINA,2022-04-20,6.659,R$ / litro,0.33295,0.53272,0.6659
SP,DIADEMA,PARQUE DAS JABUTICABEIRAS,GASOLINA,2022-04-20,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,DIADEMA,JARDIM CONCEIÇÃO,GASOLINA,2022-04-20,7.199,R$ / litro,0.35995,0.57592,0.7199
SP,DIADEMA,CENTRO,GASOLINA,2022-04-20,7.198,R$ / litro,0.35990000000000005,0.57584,0.7198000000000001
SP,DIADEMA,VILA MARY,GASOLINA,2022-04-20,6.69,R$ / litro,0.3345,0.5352,0.669
SP,DIADEMA,PIRAPORINHA,GASOLINA,2022-04-20,6.579,R$ / litro,0.32895,0.52632,0.6579
SP,DIADEMA,CENTRO,GASOLINA,2022-04-20,7.199,R$ / litro,0.35995,0.57592,0.7199
SP,DIADEMA,PQUE 7 DE SETEMBRO,GASOLINA,2022-04-20,7.099,R$ / litro,0.35495000000000004,0.56792,0.7099000000000001
SP,DIADEMA,SERRARIA,GASOLINA,2022-04-20,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,DIADEMA,JARDIM PITANGUEIRAS,GASOLINA,2022-04-20,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,DIADEMA,CENTRO,GASOLINA,2022-04-20,6.979,R$ / litro,0.34895000000000004,0.55832,0.6979000000000001
SP,DRACENA,CENTRO,GASOLINA,2022-04-20,7.06,R$ / litro,0.353,0.5648,0.706
SP,DRACENA,CENTRO,GASOLINA,2022-04-20,7.03,R$ / litro,0.35150000000000003,0.5624,0.7030000000000001
SP,DRACENA,CENTRO,GASOLINA,2022-04-20,7.06,R$ / litro,0.353,0.5648,0.706
SP,DRACENA,CENTRO,GASOLINA,2022-04-20,7.06,R$ / litro,0.353,0.5648,0.706
SP,EMBU DAS ARTES,PARQUE LUIZA,GASOLINA,2022-04-20,7.199,R$ / litro,0.35995,0.57592,0.7199
SP,EMBU DAS ARTES,CENTRO,GASOLINA,2022-04-20,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,EMBU DAS ARTES,TINGIDOR,GASOLINA,2022-04-20,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,EMBU DAS ARTES,TINGIDOR,GASOLINA,2022-04-20,6.989,R$ / litro,0.34945000000000004,0.55912,0.6989000000000001
SP,EMBU DAS ARTES,PARQUE FRANCISCO RIZZO,GASOLINA,2022-04-20,7.199,R$ / litro,0.35995,0.57592,0.7199
SP,EMBU DAS ARTES,JARDIM SILVIA,GASOLINA,2022-04-20,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,EMBU DAS ARTES,JARDIM DAS OLIVEIRAS,GASOLINA,2022-04-20,6.899,R$ / litro,0.34495000000000003,0.55192,0.6899000000000001
SP,EMBU DAS ARTES,TINGIDOR,GASOLINA,2022-04-20,7.369,R$ / litro,0.36845,0.58952,0.7369
SP,EMBU DAS ARTES,CERCADO GRANDE,GASOLINA,2022-04-20,7.379,R$ / litro,0.36895,0.59032,0.7379
SP,EMBU DAS ARTES,JV ALEGRE,GASOLINA,2022-04-20,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,GUARATINGUETA,ENGENHEIRO NEIVA,GASOLINA,2022-04-19,7.099,R$ / litro,0.35495000000000004,0.56792,0.7099000000000001
SP,GUARATINGUETA,PARQUE DAS ÁRVORES,GASOLINA,2022-04-19,6.959,R$ / litro,0.34795,0.55672,0.6959
SP,GUARATINGUETA,BEIRA RIO 01,GASOLINA,2022-04-19,7.05,R$ / litro,0.35250000000000004,0.564,0.7050000000000001
SP,GUARATINGUETA,PEDREGULHO,GASOLINA,2022-04-19,6.879,R$ / litro,0.34395,0.55032,0.6879
SP,GUARATINGUETA,SANTA RITA,GASOLINA,2022-04-19,7.099,R$ / litro,0.35495000000000004,0.56792,0.7099000000000001
SP,GUARATINGUETA,BEIRA RIO,GASOLINA,2022-04-19,7.099,R$ / litro,0.35495000000000004,0.56792,0.7099000000000001
SP,GUARULHOS,PARQUE ESTRELA,GASOLINA,2022-04-19,7.199,R$ / litro,0.35995,0.57592,0.7199
SP,GUARULHOS,JD. SANTA FRANCISCA,GASOLINA,2022-04-19,6.879,R$ / litro,0.34395,0.55032,0.6879
SP,GUARULHOS,CIDADE BRASIL,GASOLINA,2022-04-19,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,GUARULHOS,JD. SANTA FRANCISCA,GASOLINA,2022-04-19,7.099,R$ / litro,0.35495000000000004,0.56792,0.7099000000000001
SP,GUARULHOS,CONTINENTAL,GASOLINA,2022-04-19,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,GUARULHOS,JARDIM SANTA FRANCISCA,GASOLINA,2022-04-19,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,GUARULHOS,VILA HERMINIA,GASOLINA,2022-04-19,6.899,R$ / litro,0.34495000000000003,0.55192,0.6899000000000001
SP,GUARULHOS,VILA AUGUSTA,GASOLINA,2022-04-19,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,GUARULHOS,JD PONTE GRANDE,GASOLINA,2022-04-19,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,GUARULHOS,JD SANTA FRANCISCA,GASOLINA,2022-04-19,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,GUARULHOS,VILA PEDRO MOREIRA,GASOLINA,2022-04-19,7.199,R$ / litro,0.35995,0.57592,0.7199
SP,GUARULHOS,GUARULHOS 3,GASOLINA,2022-04-19,7.199,R$ / litro,0.35995,0.57592,0.7199
SP,GUARULHOS,VILA AUGUSTA,GASOLINA,2022-04-19,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,GUARULHOS,VILA GALVO,GASOLINA,2022-04-19,6.899,R$ / litro,0.34495000000000003,0.55192,0.6899000000000001
SP,GUARULHOS,CENTRO,GASOLINA,2022-04-19,7.199,R$ / litro,0.35995,0.57592,0.7199
SP,GUARULHOS,V. ENDRES,GASOLINA,2022-04-19,6.999,R$ / litro,0.34995,0.55992,0.6999
SP,GUARULHOS,JARDIM STA FRANCISCA,GASOLINA,2022-04-19,7.399,R$ / litro,0.36995,0.59192,0.7399
SP,HORTOLANDIA,JARDIM SANTA ISABEL,GASOLINA,2022-04-18,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,HORTOLANDIA,VILA REAL SANTISTA,GASOLINA,2022-04-18,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,HORTOLANDIA,VILA REAL,GASOLINA,2022-04-18,6.549,R$ / litro,0.32745,0.52392,0.6549
SP,HORTOLANDIA,CHAC. FAZ. DO COELHO,GASOLINA,2022-04-18,6.499,R$ / litro,0.32495,0.5199199999999999,0.6499
SP,HORTOLANDIA,JARDIM SANTA RITA,GASOLINA,2022-04-18,6.899,R$ / litro,0.34495000000000003,0.55192,0.6899000000000001
SP,HORTOLANDIA,REMANSO CAMPINEIRO,GASOLINA,2022-04-18,6.899,R$ / litro,0.34495000000000003,0.55192,0.6899000000000001
SP,HORTOLANDIA,JD STA IZABEL,GASOLINA,2022-04-18,6.799,R$ / litro,0.33995000000000003,0.5439200000000001,0.6799000000000001
SP,HORTOLANDIA,NUCLEO SANTA IZABEL,GASOLINA,2022-04-18,6.759,R$ / litro,0.33795000000000003,0.5407200000000001,0.6759000000000001
SP,IBITINGA,JARDIM MARGARIDA,GASOLINA,2022-04-18,7.299,R$ / litro,0.36495000000000005,0.58392,0.7299000000000001
SP,IBITINGA,,GASOLINA,2022-04-18,6.888,R$ / litro,0.34440000000000004,0.55104,0.6888000000000001
SP,IBITINGA,JARDIM DAS PAINEIRAS II,GASOLINA,2022-04-18,6.88,R$ / litro,0.34400000000000003,0.5504,0.6880000000000001
SP,IBITINGA,CENTRO,GASOLINA,2022-04-18,7.19,R$ / litro,0.35950000000000004,0.5752,0.7190000000000001
SP,IBITINGA,NAÇÕES UNIDAS,GASOLINA,2022-04-18,7.299,R$ / litro,0.36495000000000005,0.58392,0.7299000000000001
SP,ITANHAEM,NOVA ITANHAEM,GASOLINA,2022-04-18,7.399,R$ / litro,0.36995,0.59192,0.7399
SP,ITANHAEM,CIDADE DE ANCHIETA,GASOLINA,2022-04-18,7.509,R$ / litro,0.37545000000000006,0.60072,0.7509000000000001
SP,ITANHAEM,CENTRO,GASOLINA,2022-04-18,7.489,R$ / litro,0.37445,0.59912,0.7489
SP,ITANHAEM,CIDADE DE ANCHIETA,GASOLINA,2022-04-18,7.65,R$ / litro,0.38250000000000006,0.612,0.7650000000000001
SP,ITAPETININGA,VILA RIO BRANCO,GASOLINA,2022-04-18,7.199,R$ / litro,0.35995,0.57592,0.7199
SP,ITAPETININGA,CENTRO,GASOLINA,2022-04-20,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,ITAPETININGA,CENTRO,GASOLINA,2022-04-18,6.689,R$ / litro,0.33445,0.53512,0.6689
SP,ITAPETININGA,PARQUE DA LAGOA,GASOLINA,2022-04-20,7.399,R$ / litro,0.36995,0.59192,0.7399
SP,ITAPETININGA,JARDIM ITALIA,GASOLINA,2022-04-20,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,ITAPETININGA,CHAPADA GRANDE,GASOLINA,2022-04-20,6.95,R$ / litro,0.34750000000000003,0.556,0.6950000000000001
SP,ITAPETININGA,CENTRO,GASOLINA,2022-04-20,7.399,R$ / litro,0.36995,0.59192,0.7399
SP,ITAPETININGA,CENTRO,GASOLINA,2022-04-20,7.499,R$ / litro,0.37495,0.59992,0.7499
SP,ITAPETININGA,CENTRO,GASOLINA,2022-04-20,7.399,R$ / litro,0.36995,0.59192,0.7399
SP,ITAPETININGA,CENTRO,GASOLINA,2022-04-18,6.699,R$ / litro,0.33495,0.53592,0.6699
SP,JABOTICABAL,CENTRO,GASOLINA,2022-04-19,6.86,R$ / litro,0.343,0.5488000000000001,0.686
SP,JABOTICABAL,CENTRO,GASOLINA,2022-04-19,7.299,R$ / litro,0.36495000000000005,0.58392,0.7299000000000001
