Estado,Municipio,Bairro,Produto,Data da Coleta,Valor de Venda,Unidade de Medida
SP,AMERICANA,SAO VITO,GASOLINA ADITIVADA,2022-04-26,7.199,R$ / litro
SP,AMERICANA,SAO VITO,ETANOL,2022-04-26,5.399,R$ / litro
SP,AMERICANA,SAO VITO,GASOLINA,2022-04-26,6.999,R$ / litro
SP,AMERICANA,N SRA FATIMA,GASOLINA ADITIVADA,2022-04-26,6.949,R$ / litro
SP,AMERICANA,N SRA FATIMA,ETANOL,2022-04-26,5.199,R$ / litro
SP,AMERICANA,N SRA FATIMA,GASOLINA,2022-04-26,6.899,R$ / litro
SP,ARACATUBA,JARDIM PLANALTO,GASOLINA ADITIVADA,2022-04-26,7.099,R$ / litro
SP,ARACATUBA,JARDIM PLANALTO,ETANOL,2022-04-26,5.099,R$ / litro
SP,ARACATUBA,JARDIM PLANALTO,GASOLINA,2022-04-26,6.999,R$ / litro
SP,ARACATUBA,SAO VICENTE,GASOLINA ADITIVADA,2022-04-26,6.899,R$ / litro
SP,ARACATUBA,SAO VICENTE,ETANOL,2022-04-26,4.999,R$ / litro
SP,ARACATUBA,SAO VICENTE,GASOLINA,2022-04-26,6.799,R$ / litro
SP,ARACATUBA,HIGIENOPOLIS,ETANOL,2022-04-26,5.199,R$ / litro
SP,ARACATUBA,HIGIENOPOLIS,GASOLINA,2022-04-26,6.979,R$ / litro
SP,ARACATUBA,VILA CARVALHO,ETANOL,2022-04-26,4.999,R$ / litro
SP,ARACATUBA,VILA CARVALHO,GASOLINA,2022-04-26,6.899,R$ / litro
SP,ARACATUBA,JARDIM PAULISTA,ETANOL,2022-04-29,4.989,R$ / litro
SP,ARACATUBA,JARDIM PAULISTA,GASOLINA,2022-04-29,6.999,R$ / litro
SP,ARACATUBA,DONA AMELIA,GASOLINA,2022-04-27,7.198,R$ / litro
SP,ARACATUBA,DONA AMELIA,ETANOL,2022-04-27,5.098,R$ / litro
SP,ARACATUBA,AVIACAO,GASOLINA,2022-04-27,7.209,R$ / litro
SP,ARACATUBA,AVIACAO,ETANOL,2022-04-27,5.299,R$ / litro
SP,ARACATUBA,VILA NOVA,GASOLINA ADITIVADA,2022-04-26,7.099,R$ / litro
SP,ARACATUBA,VILA NOVA,ETANOL,2022-04-26,5.299,R$ / litro
SP,ARACATUBA,VILA NOVA,GASOLINA,2022-04-26,6.999,R$ / litro
SP,ARACATUBA,PLANALTO,GASOLINA ADITIVADA,2022-04-26,6.599,R$ / litro
SP,ARACATUBA,PLANALTO,ETANOL,2022-04-26,4.999,R$ / litro
SP,ARACATUBA,PLANALTO,GASOLINA,2022-04-26,6.499,R$ / litro
SP,ARACATUBA,INDUSTRIAL,GASOLINA ADITIVADA,2022-04-26,6.999,R$ / litro
SP,ARACATUBA,INDUSTRIAL,ETANOL,2022-04-26,5.299,R$ / litro
SP,ARACATUBA,INDUSTRIAL,GASOLINA,2022-04-26,6.899,R$ / litro
SP,ARACATUBA,JD UMUARAMA,ETANOL,2022-04-29,5.199,R$ / litro
SP,ARACATUBA,JD UMUARAMA,GASOLINA,2022-04-29,6.999,R$ / litro
SP,ARACATUBA,JARDIM PLANALTO,GASOLINA ADITIVADA,2022-04-26,6.999,R$ / litro
SP,ARACATUBA,JARDIM PLANALTO,ETANOL,2022-04-26,5.199,R$ / litro
SP,ARACATUBA,JARDIM PLANALTO,GASOLINA,2022-04-26,6.979,R$ / litro
SP,ARACATUBA,JD. AMIZADE,GASOLINA,2022-04-27,6.999,R$ / litro
SP,ARACATUBA,JD. AMIZADE,GASOLINA ADITIVADA,2022-04-27,7.049,R$ / litro
SP,ARACATUBA,JD. AMIZADE,ETANOL,2022-04-27,5.199,R$ / litro
SP,ARARAS,BELVEDERE,GASOLINA,2022-04-25,7.097,R$ / litro
SP,ARARAS,BELVEDERE,ETANOL,2022-04-25,5.397,R$ / litro
SP,ARARAS,BELVEDERE,GASOLINA ADITIVADA,2022-04-25,7.297,R$ / litro
SP,ARARAS,JD STA MARTA,GASOLINA,2022-04-25,6.899,R$ / litro
SP,ARARAS,JD STA MARTA,ETANOL,2022-04-25,5.259,R$ / litro
SP,ARARAS,JD STA MARTA,GASOLINA ADITIVADA,2022-04-25,6.899,R$ / litro
SP,ARARAS,JD CANDIDA,GASOLINA,2022-04-25,6.699,R$ / litro
SP,ARARAS,JD CANDIDA,ETANOL,2022-04-25,5.099,R$ / litro
SP,ARARAS,JD CANDIDA,GASOLINA ADITIVADA,2022-04-25,6.799,R$ / litro
SP,ARARAS,JARDIM  BUZOLIN,GASOLINA,2022-04-25,6.959,R$ / litro
SP,ARARAS,JARDIM  BUZOLIN,ETANOL,2022-04-25,5.259,R$ / litro
SP,ARARAS,JARDIM  BUZOLIN,GASOLINA ADITIVADA,2022-04-25,6.959,R$ / litro
SP,ARARAS,JD SANTA ROSA,GASOLINA,2022-04-25,7.375,R$ / litro
SP,ARARAS,JD SANTA ROSA,ETANOL,2022-04-25,5.775,R$ / litro
SP,ARARAS,JD. N. S. DE FATIMA,GASOLINA,2022-04-25,6.499,R$ / litro
SP,ARARAS,JD. N. S. DE FATIMA,ETANOL,2022-04-25,5.079,R$ / litro
SP,ARARAS,JARDIM SANTO ANDRE,GASOLINA,2022-04-25,7.099,R$ / litro
SP,ARARAS,JARDIM SANTO ANDRE,ETANOL,2022-04-25,5.499,R$ / litro
SP,ARARAS,RESIDENCIAL BOSQUE DE VERSALLES,GASOLINA,2022-04-25,7.099,R$ / litro
SP,ARARAS,RESIDENCIAL BOSQUE DE VERSALLES,ETANOL,2022-04-25,5.499,R$ / litro
SP,ARARAS,JARDIM SOBRADINHO,GASOLINA,2022-04-25,6.699,R$ / litro
SP,ARARAS,JARDIM SOBRADINHO,ETANOL,2022-04-25,5.099,R$ / litro
SP,ARARAS,BOA VISTA,GASOLINA,2022-04-25,6.976,R$ / litro
SP,ARARAS,BOA VISTA,ETANOL,2022-04-25,5.376,R$ / litro
SP,ARARAS,BOA VISTA,GASOLINA ADITIVADA,2022-04-25,7.076,R$ / litro
SP,ASSIS,VILA TENIS CLUBE,GASOLINA,2022-04-27,7.599,R$ / litro
SP,ASSIS,VILA TENIS CLUBE,GASOLINA ADITIVADA,2022-04-27,7.899,R$ / litro
SP,ASSIS,VILA TENIS CLUBE,ETANOL,2022-04-27,5.949,R$ / litro
SP,ASSIS,VILA GLORIA,GASOLINA,2022-04-27,7.599,R$ / litro
SP,ASSIS,VILA GLORIA,ETANOL,2022-04-27,5.949,R$ / litro
SP,ASSIS,VILA TENIS CLUBE,GASOLINA,2022-04-27,7.099,R$ / litro
SP,ASSIS,VILA TENIS CLUBE,GASOLINA ADITIVADA,2022-04-27,7.199,R$ / litro
SP,ASSIS,VILA TENIS CLUBE,ETANOL,2022-04-27,4.999,R$ / litro
SP,ASSIS,CENTRO,GASOLINA,2022-04-27,6.577,R$ / litro
SP,ASSIS,CENTRO,ETANOL,2022-04-27,4.977,R$ / litro
SP,ASSIS,VILA ORESTES,GASOLINA,2022-04-27,6.599,R$ / litro
SP,ASSIS,VILA ORESTES,ETANOL,2022-04-27,4.999,R$ / litro
SP,ASSIS,JARDIM PAULISTA,GASOLINA,2022-04-27,7.499,R$ / litro
SP,ASSIS,JARDIM PAULISTA,GASOLINA ADITIVADA,2022-04-27,7.499,R$ / litro
SP,ASSIS,JARDIM PAULISTA,ETANOL,2022-04-27,5.799,R$ / litro
SP,ASSIS,VILA CENTRAL,GASOLINA,2022-04-27,7.599,R$ / litro
SP,ASSIS,VILA CENTRAL,GASOLINA ADITIVADA,2022-04-27,7.899,R$ / litro
SP,ASSIS,VILA CENTRAL,ETANOL,2022-04-27,5.949,R$ / litro
SP,ASSIS,JARDIM AEROPORTO,GASOLINA,2022-04-27,7.399,R$ / litro
SP,ASSIS,JARDIM AEROPORTO,GASOLINA ADITIVADA,2022-04-27,7.699,R$ / litro
SP,ASSIS,JARDIM AEROPORTO,ETANOL,2022-04-27,5.799,R$ / litro
SP,ASSIS,CENTRO,GASOLINA,2022-04-27,7.399,R$ / litro
SP,ASSIS,CENTRO,GASOLINA ADITIVADA,2022-04-27,7.499,R$ / litro
SP,ASSIS,CENTRO,ETANOL,2022-04-27,5.599,R$ / litro
SP,ASSIS,VILA RODRIGUES,GASOLINA,2022-04-27,7.399,R$ / litro
SP,ASSIS,VILA RODRIGUES,GASOLINA ADITIVADA,2022-04-27,7.399,R$ / litro
SP,ASSIS,VILA RODRIGUES,ETANOL,2022-04-27,5.499,R$ / litro
SP,ASSIS,VILA SANTA CECILIA,GASOLINA,2022-04-27,7.599,R$ / litro
SP,ASSIS,VILA SANTA CECILIA,GASOLINA ADITIVADA,2022-04-27,7.899,R$ / litro
SP,ASSIS,VILA SANTA CECILIA,ETANOL,2022-04-27,5.949,R$ / litro
SP,BIRIGUI,JARDIM SAO CONRADO,ETANOL,2022-04-29,5.129,R$ / litro
SP,BIRIGUI,JARDIM SAO CONRADO,GASOLINA,2022-04-29,6.959,R$ / litro
SP,BIRIGUI,JARDIM SAO CONRADO,GASOLINA ADITIVADA,2022-04-29,6.979,R$ / litro
SP,BARRETOS,CENTRO,ETANOL,2022-04-27,5.109,R$ / litro
SP,BARRETOS,CENTRO,GASOLINA,2022-04-27,6.699,R$ / litro
SP,BARRETOS,CENTRO,ETANOL,2022-04-27,5.659,R$ / litro
SP,BARRETOS,CENTRO,GASOLINA ADITIVADA,2022-04-27,7.379,R$ / litro
SP,BARRETOS,CENTRO,GASOLINA,2022-04-27,7.379,R$ / litro
SP,BARRETOS,CITY BARRETOS,GASOLINA ADITIVADA,2022-04-27,7.999,R$ / litro
SP,BARRETOS,CITY BARRETOS,ETANOL,2022-04-27,5.999,R$ / litro
SP,BARRETOS,CITY BARRETOS,GASOLINA,2022-04-27,7.899,R$ / litro
SP,BARRETOS,LOS ANGELES,ETANOL,2022-04-27,5.539,R$ / litro
SP,BARRETOS,LOS ANGELES,GASOLINA ADITIVADA,2022-04-27,7.499,R$ / litro
SP,BARRETOS,ALVORADA,ETANOL,2022-04-27,5.6,R$ / litro
SP,BARRETOS,ALVORADA,GASOLINA,2022-04-27,7.19,R$ / litro
SP,BARRETOS,CENTRO,ETANOL,2022-04-27,5.49,R$ / litro
SP,BARRETOS,CENTRO,GASOLINA ADITIVADA,2022-04-27,7.19,R$ / litro
SP,BARRETOS,CENTRO,GASOLINA,2022-04-27,7.19,R$ / litro
SP,BARRETOS,SAO BENEDITO,ETANOL,2022-04-27,5.599,R$ / litro
SP,BARRETOS,SAO BENEDITO,GASOLINA ADITIVADA,2022-04-27,7.599,R$ / litro
SP,BARRETOS,SAO BENEDITO,GASOLINA,2022-04-27,7.399,R$ / litro
SP,BARUERI,BETHAVILLE,GASOLINA,2022-04-28,7.199,R$ / litro
SP,BARUERI,BETHAVILLE,ETANOL,2022-04-28,5.699,R$ / litro
SP,BARUERI,CENTRO,GASOLINA,2022-04-28,7.699,R$ / litro
SP,BARUERI,CENTRO,GASOLINA ADITIVADA,2022-04-28,7.799,R$ / litro
SP,BARUERI,CENTRO,ETANOL,2022-04-28,5.699,R$ / litro
SP,BARUERI,NUCLEO RESIDENCIAL CELIA MOTA,GASOLINA,2022-04-28,6.899,R$ / litro
SP,BARUERI,NUCLEO RESIDENCIAL CELIA MOTA,GASOLINA ADITIVADA,2022-04-28,6.999,R$ / litro
SP,BARUERI,NUCLEO RESIDENCIAL CELIA MOTA,ETANOL,2022-04-28,5.099,R$ / litro
SP,BARUERI,CENTRO,GASOLINA,2022-04-28,6.699,R$ / litro
SP,BARUERI,CENTRO,ETANOL,2022-04-28,5.099,R$ / litro
SP,BARUERI,VILA SAO SILVESTRE,GASOLINA,2022-04-28,7.199,R$ / litro
SP,BARUERI,VILA SAO SILVESTRE,GASOLINA ADITIVADA,2022-04-28,7.499,R$ / litro
SP,BARUERI,VILA SAO SILVESTRE,ETANOL,2022-04-28,5.499,R$ / litro
SP,BARUERI,JARDIM DOS CAMARGOS,GASOLINA,2022-04-28,6.999,R$ / litro
SP,BARUERI,JARDIM DOS CAMARGOS,GASOLINA ADITIVADA,2022-04-28,7.299,R$ / litro
SP,BARUERI,JARDIM DOS CAMARGOS,ETANOL,2022-04-28,5.499,R$ / litro
SP,BARUERI,CENTRO,GASOLINA,2022-04-28,6.999,R$ / litro
SP,BARUERI,CENTRO,GASOLINA ADITIVADA,2022-04-28,7.299,R$ / litro
SP,BARUERI,CENTRO,ETANOL,2022-04-28,5.499,R$ / litro
SP,BARUERI,CENTRO,GASOLINA,2022-04-28,7.099,R$ / litro
SP,BARUERI,CENTRO,GASOLINA ADITIVADA,2022-04-28,7.599,R$ / litro
SP,BARUERI,CENTRO,ETANOL,2022-04-28,5.499,R$ / litro
SP,BARUERI,CENTRO,GASOLINA,2022-04-28,6.999,R$ / litro
SP,BARUERI,CENTRO,GASOLINA ADITIVADA,2022-04-28,7.299,R$ / litro
SP,BARUERI,CENTRO,ETANOL,2022-04-28,5.499,R$ / litro
SP,BARUERI,JD. BEL VAL,GASOLINA,2022-04-28,6.999,R$ / litro
SP,BARUERI,JD. BEL VAL,GASOLINA ADITIVADA,2022-04-28,7.299,R$ / litro
SP,BARUERI,JD. BEL VAL,ETANOL,2022-04-28,5.499,R$ / litro
SP,BARUERI,VILA POUSO ALEGRE,GASOLINA,2022-04-28,6.999,R$ / litro
SP,BARUERI,VILA POUSO ALEGRE,GASOLINA ADITIVADA,2022-04-28,7.099,R$ / litro
SP,BARUERI,VILA POUSO ALEGRE,ETANOL,2022-04-28,5.499,R$ / litro
SP,BARUERI,JARDIM BELVAL,GASOLINA,2022-04-28,6.999,R$ / litro
SP,BARUERI,JARDIM BELVAL,GASOLINA ADITIVADA,2022-04-28,7.299,R$ / litro
SP,BARUERI,JARDIM BELVAL,ETANOL,2022-04-28,5.499,R$ / litro
SP,BARUERI,JARDIM PARAISO,GASOLINA,2022-04-28,6.699,R$ / litro
SP,BARUERI,JARDIM PARAISO,GASOLINA ADITIVADA,2022-04-28,6.899,R$ / litro
SP,BARUERI,JARDIM PARAISO,ETANOL,2022-04-28,5.299,R$ / litro
SP,BEBEDOURO,CENTRO,GASOLINA ADITIVADA,2022-04-26,7.259,R$ / litro
SP,BEBEDOURO,CENTRO,ETANOL,2022-04-26,5.499,R$ / litro
SP,BEBEDOURO,CENTRO,GASOLINA,2022-04-26,7.059,R$ / litro
SP,BEBEDOURO,JARDIM PARAÍSO,ETANOL,2022-04-26,5.44,R$ / litro
SP,BEBEDOURO,JARDIM PARAÍSO,GASOLINA,2022-04-26,7.1,R$ / litro
SP,BEBEDOURO,CENTRO,GASOLINA ADITIVADA,2022-04-26,7.24,R$ / litro
SP,BEBEDOURO,CENTRO,ETANOL,2022-04-26,5.39,R$ / litro
SP,BEBEDOURO,CENTRO,GASOLINA,2022-04-26,7.04,R$ / litro
SP,BEBEDOURO,JD. CIRANDA,GASOLINA ADITIVADA,2022-04-26,7.19,R$ / litro
SP,BEBEDOURO,JD. CIRANDA,ETANOL,2022-04-26,5.29,R$ / litro
SP,BEBEDOURO,JD. CIRANDA,GASOLINA,2022-04-26,6.99,R$ / litro
SP,BIRIGUI,JARDIM SAO BRAZ,ETANOL,2022-04-29,5.159,R$ / litro
SP,BIRIGUI,JARDIM SAO BRAZ,GASOLINA,2022-04-29,6.999,R$ / litro
SP,BIRIGUI,RESIDENCIAL MONTE LIBANO,ETANOL,2022-04-29,5.199,R$ / litro
SP,BIRIGUI,RESIDENCIAL MONTE LIBANO,GASOLINA,2022-04-29,7.099,R$ / litro
SP,BIRIGUI,PARQUE R PINHEIROS,ETANOL,2022-04-29,5.099,R$ / litro
SP,BIRIGUI,PARQUE R PINHEIROS,GASOLINA,2022-04-29,6.959,R$ / litro
SP,BIRIGUI,PARQUE R PINHEIROS,GASOLINA ADITIVADA,2022-04-29,6.999,R$ / litro
SP,BIRIGUI,JARDIM SAO BRAZ,ETANOL,2022-04-29,5.179,R$ / litro
SP,BIRIGUI,JARDIM SAO BRAZ,GASOLINA,2022-04-29,6.999,R$ / litro
SP,BIRIGUI,JARDIM SAO BRAZ,GASOLINA ADITIVADA,2022-04-29,7.049,R$ / litro
SP,BIRIGUI,JARDIM SAO BRAZ,ETANOL,2022-04-29,5.099,R$ / litro
SP,BIRIGUI,JARDIM SAO BRAZ,GASOLINA,2022-04-29,7.099,R$ / litro
SP,BOTUCATU,VILA MARIA,GASOLINA,2022-04-25,7.139,R$ / litro
SP,BOTUCATU,VILA MARIA,ETANOL,2022-04-25,5.569,R$ / litro
SP,BOTUCATU,VILA MARIA,GASOLINA ADITIVADA,2022-04-25,7.209,R$ / litro
SP,BOTUCATU,VILA CIDADE JARDIM,GASOLINA,2022-04-25,7.029,R$ / litro
SP,BOTUCATU,VILA CIDADE JARDIM,ETANOL,2022-04-25,5.459,R$ / litro
SP,BOTUCATU,VILA CIDADE JARDIM,GASOLINA ADITIVADA,2022-04-25,7.049,R$ / litro
SP,BOTUCATU,VILA ASSUNCAO,GASOLINA,2022-04-25,7.129,R$ / litro
SP,BOTUCATU,VILA ASSUNCAO,ETANOL,2022-04-25,5.579,R$ / litro
SP,BOTUCATU,VILA ASSUNCAO,GASOLINA ADITIVADA,2022-04-25,7.279,R$ / litro
SP,BOTUCATU,LAVAPES,GASOLINA,2022-04-25,7.12,R$ / litro
SP,BOTUCATU,LAVAPES,ETANOL,2022-04-25,5.54,R$ / litro
SP,BOTUCATU,LAVAPES,GASOLINA ADITIVADA,2022-04-25,7.29,R$ / litro
SP,BOTUCATU,CENTRO,GASOLINA,2022-04-25,7.129,R$ / litro
SP,BOTUCATU,CENTRO,GASOLINA ADITIVADA,2022-04-25,7.209,R$ / litro
SP,BRAGANCA PAULISTA,JARDIM SANTA LUZIA,GASOLINA,2022-04-27,6.997,R$ / litro
SP,BRAGANCA PAULISTA,JARDIM SANTA LUZIA,GASOLINA ADITIVADA,2022-04-27,7.197,R$ / litro
SP,BRAGANCA PAULISTA,JARDIM SANTA LUZIA,ETANOL,2022-04-27,5.397,R$ / litro
SP,BRAGANCA PAULISTA,CENTRO,GASOLINA,2022-04-27,6.997,R$ / litro
SP,BRAGANCA PAULISTA,CENTRO,GASOLINA ADITIVADA,2022-04-27,7.297,R$ / litro
SP,BRAGANCA PAULISTA,CENTRO,ETANOL,2022-04-27,5.397,R$ / litro
SP,BRAGANCA PAULISTA,UBERABA,GASOLINA,2022-04-27,6.997,R$ / litro
SP,BRAGANCA PAULISTA,UBERABA,GASOLINA ADITIVADA,2022-04-27,7.197,R$ / litro
SP,BRAGANCA PAULISTA,UBERABA,ETANOL,2022-04-27,5.397,R$ / litro
SP,BRAGANCA PAULISTA,CENTRO,GASOLINA,2022-04-27,6.997,R$ / litro
SP,BRAGANCA PAULISTA,CENTRO,GASOLINA ADITIVADA,2022-04-27,7.297,R$ / litro
SP,BRAGANCA PAULISTA,CENTRO,ETANOL,2022-04-27,5.397,R$ / litro
SP,BRAGANCA PAULISTA,TABOAO,GASOLINA,2022-04-27,6.779,R$ / litro
SP,BRAGANCA PAULISTA,TABOAO,GASOLINA ADITIVADA,2022-04-27,6.779,R$ / litro
SP,BRAGANCA PAULISTA,TABOAO,ETANOL,2022-04-27,5.299,R$ / litro
SP,BRAGANCA PAULISTA,TABOAO,GASOLINA,2022-04-27,6.779,R$ / litro
SP,BRAGANCA PAULISTA,TABOAO,ETANOL,2022-04-27,5.299,R$ / litro
SP,BRAGANCA PAULISTA,TABOAO,GASOLINA,2022-04-27,6.699,R$ / litro
SP,BRAGANCA PAULISTA,TABOAO,ETANOL,2022-04-27,5.199,R$ / litro
SP,BRAGANCA PAULISTA,MATADOURO,GASOLINA,2022-04-27,6.997,R$ / litro
SP,BRAGANCA PAULISTA,MATADOURO,ETANOL,2022-04-27,5.397,R$ / litro
SP,BRAGANCA PAULISTA,MATADOURO,GASOLINA ADITIVADA,2022-04-27,7.197,R$ / litro
SP,BRAGANCA PAULISTA,BIRICA DO CAMPO NOVO,GASOLINA,2022-04-27,6.799,R$ / litro
SP,BRAGANCA PAULISTA,BIRICA DO CAMPO NOVO,GASOLINA ADITIVADA,2022-04-27,6.799,R$ / litro
SP,BRAGANCA PAULISTA,BIRICA DO CAMPO NOVO,ETANOL,2022-04-27,5.399,R$ / litro
SP,CAMPINAS,FAZENDA SANTANA,GASOLINA,2022-04-25,6.779,R$ / litro
SP,CAMPINAS,FAZENDA SANTANA,ETANOL,2022-04-25,5.179,R$ / litro
SP,CAMPINAS,FAZENDA SANTANA,GASOLINA ADITIVADA,2022-04-25,6.979,R$ / litro
SP,CAMPINAS,JD.APARECIDA,GASOLINA,2022-04-25,6.799,R$ / litro
SP,CAMPINAS,JD.APARECIDA,ETANOL,2022-04-25,5.299,R$ / litro
SP,CAMPINAS,JD.APARECIDA,GASOLINA ADITIVADA,2022-04-25,6.899,R$ / litro
SP,CAMPINAS,JARDIM SANTA MONICA,GASOLINA,2022-04-25,6.997,R$ / litro
SP,CAMPINAS,JARDIM SANTA MONICA,ETANOL,2022-04-25,5.297,R$ / litro
SP,CAMPINAS,JARDIM SANTA MONICA,GASOLINA ADITIVADA,2022-04-25,7.197,R$ / litro
SP,CAMPINAS,CHACARA PRIMAVERA,GASOLINA,2022-04-25,6.999,R$ / litro
SP,CAMPINAS,CHACARA PRIMAVERA,ETANOL,2022-04-25,5.399,R$ / litro
SP,CAMPINAS,CHACARA PRIMAVERA,GASOLINA ADITIVADA,2022-04-25,7.199,R$ / litro
SP,CAMPINAS,TAQUARAL,GASOLINA,2022-04-25,6.779,R$ / litro
SP,CAMPINAS,TAQUARAL,ETANOL,2022-04-25,4.979,R$ / litro
SP,CAMPINAS,JARDIM LEONOR,GASOLINA,2022-04-25,6.799,R$ / litro
SP,CAMPINAS,JARDIM LEONOR,ETANOL,2022-04-25,5.299,R$ / litro
SP,CAMPINAS,JARDIM LEONOR,GASOLINA ADITIVADA,2022-04-25,6.899,R$ / litro
SP,CAMPINAS,JD DOM BOSCO,GASOLINA,2022-04-25,6.799,R$ / litro
SP,CAMPINAS,JD DOM BOSCO,ETANOL,2022-04-25,4.999,R$ / litro
SP,CAMPINAS,JD DOM BOSCO,GASOLINA ADITIVADA,2022-04-25,6.899,R$ / litro
SP,CAMPINAS,TAQUARAL,GASOLINA,2022-04-25,6.999,R$ / litro
SP,CAMPINAS,TAQUARAL,ETANOL,2022-04-25,5.299,R$ / litro
SP,CAMPINAS,TAQUARAL,GASOLINA ADITIVADA,2022-04-25,7.199,R$ / litro
SP,CAMPINAS,JD. SANTA GENEBRA,GASOLINA,2022-04-25,6.799,R$ / litro
SP,CAMPINAS,JD. SANTA GENEBRA,ETANOL,2022-04-25,5.199,R$ / litro
SP,CAMPINAS,JARDIM IPIRANGA,GASOLINA,2022-04-25,6.779,R$ / litro
SP,CAMPINAS,JARDIM IPIRANGA,ETANOL,2022-04-25,5.279,R$ / litro
SP,CAMPINAS,JARDIM IPIRANGA,GASOLINA ADITIVADA,2022-04-25,6.879,R$ / litro
SP,CAMPINAS,JARDIM NOVA EUROPA,GASOLINA,2022-04-25,6.999,R$ / litro
SP,CAMPINAS,JARDIM NOVA EUROPA,ETANOL,2022-04-25,5.399,R$ / litro
SP,CAMPINAS,JARDIM NOVA EUROPA,GASOLINA ADITIVADA,2022-04-25,7.199,R$ / litro
SP,CAMPINAS,JD. SANTA GENEBRA,GASOLINA,2022-04-25,6.999,R$ / litro
SP,CAMPINAS,JD. SANTA GENEBRA,ETANOL,2022-04-25,4.979,R$ / litro
SP,CAMPINAS,JD. SANTA GENEBRA,GASOLINA ADITIVADA,2022-04-25,7.199,R$ / litro
SP,CAMPINAS,VILA NOVA,GASOLINA,2022-04-25,6.797,R$ / litro
SP,CAMPINAS,VILA NOVA,ETANOL,2022-04-25,5.197,R$ / litro
SP,CAMPINAS,PQ STA BARBARA,GASOLINA,2022-04-25,6.799,R$ / litro
SP,CAMPINAS,PQ STA BARBARA,ETANOL,2022-04-25,5.199,R$ / litro
SP,CAMPINAS,VILA PROOST DE SOUZA,GASOLINA,2022-04-25,6.799,R$ / litro
SP,CAMPINAS,VILA PROOST DE SOUZA,ETANOL,2022-04-25,5.199,R$ / litro
SP,CAMPINAS,VILA PROOST DE SOUZA,GASOLINA ADITIVADA,2022-04-25,6.899,R$ / litro
SP,CAMPINAS,JD PAULICEIA,GASOLINA,2022-04-25,6.899,R$ / litro
SP,CAMPINAS,JD PAULICEIA,ETANOL,2022-04-25,5.279,R$ / litro
SP,CAMPINAS,JD PAULICEIA,GASOLINA ADITIVADA,2022-04-25,7.099,R$ / litro
SP,CAMPINAS,JD SAO MARCOS,GASOLINA,2022-04-25,6.999,R$ / litro
SP,CAMPINAS,JD SAO MARCOS,ETANOL,2022-04-25,5.299,R$ / litro
SP,CAMPINAS,JD SAO MARCOS,GASOLINA ADITIVADA,2022-04-25,7.199,R$ / litro
SP,CAMPINAS,JD NS AUXILIADORA,GASOLINA,2022-04-25,6.999,R$ / litro
SP,CAMPINAS,JD NS AUXILIADORA,ETANOL,2022-04-25,5.399,R$ / litro
SP,CAMPINAS,JD NS AUXILIADORA,GASOLINA ADITIVADA,2022-04-25,7.099,R$ / litro
SP,CAMPINAS,VILA POMPEIA,GASOLINA,2022-04-25,6.579,R$ / litro
SP,CAMPINAS,VILA POMPEIA,ETANOL,2022-04-25,5.079,R$ / litro
SP,CAMPINAS,VILA TOFANELLO,GASOLINA,2022-04-25,6.679,R$ / litro
SP,CAMPINAS,VILA TOFANELLO,ETANOL,2022-04-25,5.249,R$ / litro
SP,CAMPINAS,VILA TOFANELLO,GASOLINA ADITIVADA,2022-04-25,6.679,R$ / litro
SP,CAMPINAS,TAQUARAL,GASOLINA,2022-04-25,6.997,R$ / litro
SP,CAMPINAS,TAQUARAL,ETANOL,2022-04-25,5.397,R$ / litro
SP,CAMPINAS,TAQUARAL,GASOLINA ADITIVADA,2022-04-25,7.197,R$ / litro
SP,CAMPINAS,JD CAMPOS ELISEOS,GASOLINA,2022-04-25,6.779,R$ / litro
SP,CAMPINAS,JD CAMPOS ELISEOS,ETANOL,2022-04-25,5.279,R$ / litro
SP,CAMPINAS,VILA NOVA,GASOLINA,2022-04-25,6.499,R$ / litro
SP,CAMPINAS,VILA NOVA,ETANOL,2022-04-25,4.599,R$ / litro
SP,CAMPINAS,JD BANDEIRANTES,GASOLINA,2022-04-25,6.999,R$ / litro
SP,CAMPINAS,JD BANDEIRANTES,ETANOL,2022-04-25,5.399,R$ / litro
SP,CAMPINAS,JD BANDEIRANTES,GASOLINA ADITIVADA,2022-04-25,7.099,R$ / litro
SP,CAMPINAS,JD NOSSA SRA AUXIL,GASOLINA,2022-04-25,7.199,R$ / litro
SP,CAMPINAS,JD NOSSA SRA AUXIL,ETANOL,2022-04-25,5.699,R$ / litro
SP,CAMPINAS,JD NOSSA SRA AUXIL,GASOLINA ADITIVADA,2022-04-25,7.599,R$ / litro
SP,CAMPINAS,NOVA APARECIDA,GASOLINA,2022-04-25,6.899,R$ / litro
SP,CAMPINAS,NOVA APARECIDA,ETANOL,2022-04-25,5.299,R$ / litro
SP,CAMPINAS,NOVA APARECIDA,GASOLINA ADITIVADA,2022-04-25,7.049,R$ / litro
SP,CAMPINAS,JARDIM DO VOVO,GASOLINA,2022-04-25,6.759,R$ / litro
SP,CAMPINAS,JARDIM DO VOVO,ETANOL,2022-04-25,5.199,R$ / litro
SP,CAMPINAS,JARDIM DO VOVO,GASOLINA ADITIVADA,2022-04-25,6.899,R$ / litro
SP,CAMPINAS,PRQ INDUSTRIAL,GASOLINA,2022-04-25,6.899,R$ / litro
SP,CAMPINAS,PRQ INDUSTRIAL,ETANOL,2022-04-25,5.299,R$ / litro
